price,competitor_price,demand,seasonality,customer_segment,sales
127.39560485559633,134.27319688064722,744.4899735928724,0.4554763784417377,2,760.1256577312882
93.88784397520523,94.63894921437094,421.4040363069567,0.11885798957022997,1,723.3791238592213
135.85979199113825,145.29751615601035,866.6810701718899,0.5691734267387764,0,844.1680452792151
119.73680290593639,115.07945897177368,316.8794442368056,0.15642882803336522,2,655.0096780743962
59.41773478876495,61.58988653192495,584.5541410779622,0.06095833389785599,2,782.5311512935925
147.5622351636756,138.50929882268008,265.72529543426424,0.4986678334288609,0,602.2866984025646
126.1139701990353,98.92651908307977,545.7705547472578,0.655373450046628,1,743.0135767570978
128.60643052769538,64.1638967972905,237.2198580805476,0.854147306406393,0,537.4057998456493
62.81136326755458,65.26901338414207,245.42076193436972,0.7828355539543036,2,763.1273420632281
95.03859378955671,118.75339351098718,651.0010393378141,0.8572405127565482,2,889.4174341691977
87.07980242325812,54.737250672948974,337.40743795819003,0.7600687708208905,0,628.4846425379142
142.67649888486017,78.65937649138132,255.13050390782257,0.7032393969061393,2,599.3821297315662
114.38651200806646,63.97875904698681,936.7914251215658,0.010137569140699632,1,698.7571198742442
132.276161327083,94.10774296172843,138.70292566604596,0.6261023118092105,1,494.8193894719129
94.3414198827331,91.43537719943613,608.6333014262984,0.12048180413911769,0,712.8752647259613
72.72387217847769,102.1876434688856,593.4374576499388,0.05866713233254106,2,900.0770492936637
105.45847870158349,77.96363291025303,325.54798696275384,0.1564121521056554,1,521.9298071284009
56.38172561041753,53.204358937817716,507.49457060153605,0.8232921614417502,2,818.062857373177
132.7631171992582,111.43861065351858,178.96400477437192,0.7438493931000214,0,538.1276888439556
113.16643991220649,87.37180028823514,749.1431313314971,0.9487724052052123,1,824.7358752163871
125.80877400853738,115.13349987400464,299.5274335391409,0.9789762586504105,0,588.9117995665488
85.45259681298683,60.866697080426846,274.0468238439003,0.8932839863739821,2,793.2150609397464
147.06980243949033,51.37773552940503,383.39063044975273,0.13292605097699917,1,446.04802790611507
139.31211213221977,74.82942478852928,912.1329282368278,0.8783827409249804,2,837.6343085062183
127.83834970737618,95.65473229940523,816.8199834551883,0.8386371347886453,0,827.0502983300299
69.46387078519676,89.40719741684673,952.2030620203818,0.8710858598596973,2,1002.6215720154
96.67210037270343,131.03025552734664,686.7661114297769,0.15168561711649142,0,748.3230282497523
54.380376578722874,87.78376441928239,696.6293599288789,0.11679182777331754,1,767.2290183647254
65.42894920675478,103.04411796030789,532.0278994835953,0.9238088795840816,0,810.3563460683364
118.30489532424546,109.35155924421922,914.6676910302779,0.17382664913450452,0,667.6170818889507
124.47621559078172,52.18313916458116,559.7894343432961,0.3686217310426012,1,610.2924889742162
146.75097324342102,101.5133376846189,419.5540637155222,0.45598484949406026,0,538.4085164669812
82.58253581381518,84.48312593988379,676.3375089258986,0.12444252782956444,1,733.4110532689382
87.0459706034869,92.12801276832546,591.5255440608671,0.02063428803254741,2,752.7043660685853
96.95558112758079,60.028739849525024,211.61783377890595,0.9940904697671161,0,597.0931978643137
68.94713590842858,128.28205656486452,453.4528725211866,0.8766572448349611,2,865.6574324638004
62.99215053354716,144.24042508085225,381.992869985032,0.9123379293506373,0,855.53883820113
97.57049262259338,52.22688206296,862.1503975100186,0.2845630692721185,0,720.9578539209425
72.69093490508841,110.13727628113479,440.9583012757979,0.22010157274543907,1,658.1536503489415
116.98139946825104,126.38440672883581,839.3997093750033,0.4258665581754266,1,864.1792189886802
93.71519188723308,78.48075886498894,498.15063451085103,0.45331936897800684,1,602.0253094319778
133.26781960578376,128.75555848632166,778.150507101049,0.005599438864240636,0,665.735342217419
120.0265102002249,113.23550507663012,221.75373566007093,0.7792531125598329,1,566.7122594208154
81.2366641382041,142.91626322710698,932.1851976926162,0.9966670381420173,0,1071.5848061972408
133.22598013952012,148.10048113537727,532.5039017190264,0.5286908701020894,0,625.4791330011715
130.4764357496802,54.23461139987048,333.8184210636757,0.38825869501245125,2,452.34920732107787
88.74783790301746,94.49377610270062,317.3406457283262,0.3927518932212033,0,613.0862624985919
78.8328103930244,104.69877875782183,338.5695597174747,0.09607713217210068,1,650.7192285422453
118.24955039749754,64.67432332076525,430.0517556261709,0.26616181836401176,1,478.01717722327817
63.975248360930976,83.62858304273617,745.7675794080551,0.5021327886346312,0,838.1586759613152
69.99082024751084,148.7647447756462,954.6427386107142,0.43184800113469735,2,979.1712555048157
